clip_path,true_scientific_name
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Acrocephalus_arundinaceus\41888__SMA07356_20230515_080002__2958-2961.wav,Acrocephalus_arundinaceus
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Acrocephalus_arundinaceus\42182__SMA07355_20230524_080002__3000-3003.wav,Acrocephalus_arundinaceus
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Acrocephalus_arundinaceus\38368__SMA07340_20230518_090002__1818-1821.wav,Acrocephalus_arundinaceus
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Acrocephalus_arundinaceus\42621__SMA07355_20230509_210002__1026-1029.wav,Acrocephalus_arundinaceus
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Acrocephalus_arundinaceus\41381__SMA07340_20230524_070002__3144-3147.wav,Acrocephalus_arundinaceus
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Alcedo_atthis\39498__SMA07340_20240103_080002__612-615.wav,Alcedo_atthis
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Alcedo_atthis\43675__SMA07400_20230220_180000__1272-1275.wav,Alcedo_atthis
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Alcedo_atthis\38469__SMA07340_20230919_080002__1659-1662.wav,Alcedo_atthis
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Alcedo_atthis\48605__SMA07400_20231129_090002__3018-3021.wav,Alcedo_atthis
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Alcedo_atthis\38652__SMA07340_20230924_090002__1047-1050.wav,Alcedo_atthis
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Cettia_cetti\43444__SMA07400_20230404_073002__3273-3276.wav,Cettia_cetti
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Cettia_cetti\50866__SMA07400_20231227_090002__1731-1734.wav,Cettia_cetti
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Cettia_cetti\39659__SMA07371_20230219_073002__504-507.wav,Cettia_cetti
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Cettia_cetti\51055__SMA07397_20231122_090002__12-15.wav,Cettia_cetti
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Cettia_cetti\40155__SMA07356_20230226_133002__1380-1383.wav,Cettia_cetti
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Circus_aeruginosus\46948__SMA07355_20230403_073002__570-573.wav,Circus_aeruginosus
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Circus_aeruginosus\50442__SMA07400_20221121_093002__2064-2067.wav,Circus_aeruginosus
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Circus_aeruginosus\38155__SMA07356_20221218_123002__1326-1329.wav,Circus_aeruginosus
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Circus_aeruginosus\50522__SMA07371_20230917_090002__1419-1422.wav,Circus_aeruginosus
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Circus_aeruginosus\45753__SMA07400_20230128_083002__1095-1098.wav,Circus_aeruginosus
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Erithacus_rubecula\40637__SMA07397_20221102_082002__1131-1134.wav,Erithacus_rubecula
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Erithacus_rubecula\48562__SMA07397_20230219_063002__3384-3387.wav,Erithacus_rubecula
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Erithacus_rubecula\39810__SMA07361_20221207_093002__1974-1977.wav,Erithacus_rubecula
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Erithacus_rubecula\51010__SMA07394_20221109_063002__2607-2610.wav,Erithacus_rubecula
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Erithacus_rubecula\40197__SMA07361_20221208_083002__1089-1092.wav,Erithacus_rubecula
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Motacilla_flava\48364__SMA07394_20230925_200002__621-624.wav,Motacilla_flava
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Motacilla_flava\48418__SMA07394_20230921_200002__600-603.wav,Motacilla_flava
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Motacilla_flava\43184__SMA07394_20230927_190000__2394-2397.wav,Motacilla_flava
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Motacilla_flava\48488__SMA07394_20230925_200002__888-891.wav,Motacilla_flava
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Motacilla_flava\43550__SMA07355_20230403_103002__3291-3294.wav,Motacilla_flava
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Porphyrio_porphyrio\39653__SMA02912_20240316_070002__2388-2391.wav,Porphyrio_porphyrio
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Porphyrio_porphyrio\40090__SMA07370_20230107_063002__2277-2280.wav,Porphyrio_porphyrio
